date,section.name,headline.main,headline.print,headline.kicker,material,,,
5/2/2020,U.S.,"Votes, Deployment and Now Parenthood in the Middle of a Pandemic","Juggling Votes, Deployment and a Baby",NA,News,,,
5/5/2020,World,In Harm’s Way: Fighting the Summer Surge,In Harm’s Way,NA,Interactive Feature,,,
7/7/2020,Opinion,"Trump, the Master of Distraction",The Master of Distraction,letters,Letter,,,
5/7/2020,World,"U.S. Military Killed 132 Civilians in Wars Last Year, Pentagon Says",Pentagon Tally of Civilians  U.S. Killed in 2019 Is 132,NA,News,,,
5/7/2020,World,"An Incursion Into Venezuela, Straight Out of Hollywood",Ex-Green Beret at Center  Of Failed Venezuela Plot,NA,News,,,
5/11/2020,World,This Afghan General Fought the Taliban for Years. Now He Has Joined Them.,"Prominent Retired General Joins Taliban, Stunning the Afghan Government",NA,News,,,
5/12/2020,World,"From Maternity Ward to Cemetery, a Morning of Murder in Afghanistan",Maternity Ward and Cemetery Assaults Kill Dozens in Afghanistan,NA,News,,,
9/8/2020,Opinion,"Trump’s Reported Remarks About Soldiers, and John Kelly’s Silence",Outcry Over Trump’s Reported Remarks,letters,Letter,,,
5/13/2020,World,"Born Into Carnage, 18 Afghan Babies Face an Uncertain Fate",18 New Lives Born Into Carnage and Confusion,NA,News,,,
5/13/2020,World,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi","In Italy, Some Worry Pandemic Is a Get-Out-of-Jail Card for Mobsters",NA,News,,,
11/3/2020,Opinion,"Refugees’ Trauma, and Saving Migrant Children","Refugees’ Trauma, and Saving Migrant Children",letters,Letter,,,
5/15/2020,World,U.S. Urges Afghanistan to Stay the Course With Peace Deal as Violence Resurges,"Despite Surging Violence, U.S. Urges Afghanistan to Respect Peace Accord",NA,News,,,
5/16/2020,World,Afghan Power-Sharing Deal Would Promote General Accused of Rape,Afghans’ Power-Sharing Accord  Honors Official Accused in Rape,NA,News,,,
5/17/2020,World,Afghan Rivals Sign Power-Sharing Deal as Political Crisis Subsides,"Afghan Rivals Divide Power, Ending Fight Over Election",NA,News,,,
5/19/2020,World,Clinic Bombed as Afghan Forces Fend Off Taliban Attack on Kunduz,Afghan Forces Bomb Clinic as Fight Against Taliban Engulfs Country,NA,News,,,
12/4/2020,Opinion,The Long Road Out of Afghanistan,The Long Road Out of Afghanistan,letters,Letter,,,
5/20/2020,U.S.,Trump’s Dilemma: Reject DeVos Debt Forgiveness Rollback or Anger Veterans,Pushback on DeVos Debt Policy Puts Pressure on Trump,NA,News,,,
5/19/2020,World,Raids Reveal Massive Fentanyl Production in Myanmar,Record Raids in Myanmar Point to Shifting Drug Trade,NA,News,,,
5/21/2020,World,"As Saudi Official Hid Abroad, His Family Became a Target at Home",Family of Saudi Ex-Officer Who Is Hiding in Canada Became a Target at Home,NA,News,,,
5/24/2020,World,Afghan Sides Agree to Rare Cease-Fire During Eid al-Fitr,"For the First Time Since 2018, the Taliban Agree to a Cease-Fire With Afghan Forces",NA,News,,,
5/25/2020,U.S.,"African-Americans Are Highly Visible in the Military, but Almost Invisible at the Top","Black Troops Fight at the Front, But Rarely Get Jobs at the Top",NA,News,,,
5/25/2020,U.S.,Americans Ponder Losses Past and Present on a Subdued Memorial Day,"With Masks at Beaches, Nation Marks Muted Holiday",NA,News,,,
5/25/2020,World,"By Air and Sea, Mercenaries Landed in Libya. Then the Plan Went South.",‘It’s a Free-for-All’: Libya’s Slide Into Mercenary War,NA,News,,,
5/26/2020,U.S.,Longtime Pentagon Watchdog Stepping Down From Post,Inspector General Whom Trump Pulled From Overseeing Aid Will Leave Office,NA,News,,,
5/26/2020,World,Trump Wants Troops in Afghanistan Home by Election Day. The Pentagon Is Drawing Up Plans.,Trump Wants Troops in Afghanistan Home by Election Day,NA,News,,,
5/26/2020,World,How the Taliban Outlasted a Superpower: Tenacity and Carnage,"After 18 Years of War, Taliban Sense Victory Over a Superpower",NA,News,,,
5/29/2020,U.S.,Army Withdraws Nomination for Officer Involved in Deadly Niger Ambush,Promotion Pulled for Officer Over Niger Ambush,NA,News,,,
6/1/2020,U.S.,"As Virus Toll Preoccupies U.S., Rivals Test Limits of American Power","As Toll Preoccupies U.S., Rivals Test the Limits of American Power",NA,News,,,
2/23/2021,Opinion,Biden and the Afghan War,Biden and Afghanistan,letters,Letter,,,
6/2/2020,U.S.,Former Commanders Fault Trump’s Use of Troops Against Protesters,Former Commanders Denounce Trump’s Use of Military Forces Against Americans,NA,News,,,
6/5/2020,U.S.,"Milley, America’s Top General, Walks Into a Political Battle","America’s Top General Takes a Walk With Trump, Right Into the Fire",NA,News,,,
6/6/2020,U.S.,Pentagon Ordered National Guard Helicopters’ Aggressive Response in D.C.,Army Opens Inquiry Into Aerial Show of Force,NA,News,,,
6/4/2020,World,A Prisoner Release Stuns 2 American War Widows,Man Who Shot U.S. Advisers Is Set Free In Afghanistan,NA,News,,,
3/7/2021,Opinion,"U.S. Military Power, and the Lessons of History","U.S. Military Power, and the Lessons of History",letters,Letter,,,
6/10/2020,U.S.,"Aggressive Tactics by National Guard, Ordered to Appease Trump, Wounded the Military, Too",Troops Shaken By War Tactics In City Streets,NA,News,,,
6/11/2020,U.S.,U.S. to Penalize War Crimes Investigators Looking Into American Troops,War Crimes Investigators Face Punishment by U.S.,NA,News,,,
6/6/2020,World,Has ‘America First’ Become ‘Trump First’? Germans Wonder,Germany Feels Left Out As Trump Shifts Alliance,NA,News,,,
6/6/2020,World,French Military Says It Killed Top Qaeda Leader in Africa,French Forces Kill a Top Leader of Al Qaeda in Africa,NA,News,,,
6/11/2020,U.S.,Trump Rejects Renaming Military Bases Named After Confederate Generals,A Losing Battle in the Military,NA,News,,,
6/8/2020,World,"For Decades, This Radio Station Named the Dead. Few Still Listen.","Naming the Dead,  Even as the Audience  Slowly Dwindles",Afghanistan Dispatch,News,,,
6/12/2020,U.S.,Graduating West Point Cadets Isolate for Two Weeks Ahead of Trump Speech,Trump to Address Cadets In Uneasy Commencement,NA,News,,,
6/14/2020,U.S.,Robert Gates Calls to Replace Base Names From ‘Dark Side of Our History’,Former Defense Secretary Says ‘Time Has Come’ to Rename Bases,NA,News,,,
6/16/2020,U.S.,Trump Administration Sues to Try to Delay Publication of Bolton’s Book,Administration Sues to Delay Bolton’s Memoir,NA,News,,,
3/10/2021,Opinion,Leaving Afghanistan Now Would Be a Mistake,Leaving Afghanistan Now Would Be a Mistake,letters,Letter,,,
6/17/2020,U.S.,Bolton Says Trump Impeachment Inquiry Missed Other Troubling Episodes,Bolton’s Book Says Trump’s Offenses Exceeded Ukraine,NA,News,,,
6/18/2020,U.S.,Defense Secretary Will Assess How to Promote More Minorities in Military,A Losing Battle in the Military,NA,News,,,
6/21/2020,U.S.,The Lapses That Let a Saudi Extremist Shoot Up a U.S. Navy Base,Lax Vetting Let A Saudi Trainee Shoot Up a Base,NA,News,,,
6/15/2020,World,"After 13 Years on the Run, a Sudanese Militia Leader Appears in Court","Sudanese Militia Leader, a Fugitive for 13 Years, Appears in Court",NA,News,,,
6/23/2020,U.S.,"Census Bureau Adds Top-Level Political Posts, Raising Fears for 2020 Count","Census Bureau Adds Top-Level Political Posts, Raising Fears for 2020 Count",NA,News,,,
6/26/2020,U.S.,"Russia Secretly Offered Afghan Militants Bounties to Kill U.S. Troops, Intelligence Says","Russia Offered Afghans Bounty To Kill U.S. Troops, Officials Say",NA,News,,,
6/27/2020,U.S.,Biden Still Wants to Close Guantánamo Prison,"Closing Guantánamo May Be Politically Toxic, but Biden Remains on Board",NA,News,,,
6/28/2020,U.S.,Spies and Commandos Warned Months Ago of Russian Bounties on U.S. Troops,Cash Discovery Tipped Off Spies  About Bounties,NA,News,,,
6/28/2020,U.S.,Biden Criticizes Trump Over Intelligence on Russian Bounties on U.S. Troops,Biden Scolds Trump Over Report on Russian Bounties on U.S. Troops,NA,News,,,
6/22/2020,World,"Betraying Frustration with China, E.U. Leaders Press for Progress on Trade Talks","E.U. Leaders Press China on Trade Talks, With Scant Results",NA,News,,,
6/23/2020,World,"The Hajj Pilgrimage Is Canceled, and Grief Rocks the Muslim World",‘It Was My Only Wish’: Muslims Share Grief as Hajj Is Canceled,NA,News,,,
6/29/2020,U.S.,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say",Trump Given Brief in February On Possible Russian Bounties ,NA,News,,,
6/24/2020,World,U.S. Used Missile With Long Blades to Kill Qaeda Leader in Syria,"U.S. Used Secret Weapon, Missile With Blades, to Kill Qaeda Leader in Syria",NA,News,,,
6/30/2020,U.S.,Suspicions of Russian Bounties Were Bolstered by Data on Financial Transfers,Money Transfers Bolstered Belief in Russian Scheme,NA,News,,,
6/27/2020,World,Afghan Deaths Pile Up in Uncertainty Over U.S. Deal With Taliban,"Despite Peace Deal, Violence in Afghanistan Surges",NA,News,,,
6/30/2020,U.S.,Father of Slain Marine Finds Heartbreak Anew in Possible Russian Bounty,‘Nightmare’ for Parents of Marine Slain Under Possible Russian Bounty,NA,News,,,
6/30/2020,U.S.,Biden Says Trump ‘Surrendered’ to Coronavirus in Blistering Speech,"Biden, in Blistering Speech, Says Trump ‘Surrendered’ to the Coronavirus",NA,News,,,
6/30/2020,U.S.,A New Superpower Competition Between Beijing and Washington: China’s Nuclear Buildup,U.S. Officials Warn Russia Of China’s Nuclear Threat,NA,News,,,
6/29/2020,World,Another Young Leader Taken. Afghans Ask: How Many More?,Afghan Car Bomb Dims Another Promising Light,NA,News,,,
7/1/2020,U.S.,"White House Dismisses Reports of Bounties, but Is Silent on Russia",The White House Maintains Trump Knew Nothing of Russian Bounties,NA,News,,,
7/1/2020,U.S.,"Slotkin, Former Intelligence Briefer, Presses White House on Russia Reports","From Congress, Ex-Intelligence Briefer Presses White House on Bounty Reports",NA,News,,,
7/3/2020,U.S.,New Administration Memo Seeks to Foster Doubts About Suspected Russian Bounties,"Administration Memo Focuses on Gaps, Not Core, of Bounty Intelligence",NA,News,,,
6/30/2020,World,"U.S. Calls for Indefinite Arms Embargo of Iran, but Finds No Takers",U.S. Urges Indefinite Iran Embargo to No Avail,NA,News,,,
7/9/2020,U.S.,Congress Presses Military Leaders on Suspected Russian Bounties,Top General Says He’ll Be ‘Outraged’ if Bounties Are True,NA,News,,,
7/9/2020,U.S.,First Woman Joins Green Berets After Graduating From Special Forces Training,Barrier Falls As a Woman Becomes A Green Beret,NA,News,,,
7/1/2020,World,"Afghan Contractor Handed Out Russian Cash to Kill Americans, Officials Say","Afghan Contractor Gave Out Russian Cash, Officials Say",NA,News,,,
7/13/2020,U.S.,"Inside the White House, a Gun Industry Lobbyist Delivers for His Former Patrons",White House Lawyer Delivers For Ex-Patrons in Gun Industry,NA,News,,,
7/14/2020,U.S.,"Three Marines, Now Focus of Russian Bounties Investigation, Show the Costs of an Endless War",A Blast. A Bounty Claim. A Battle With No End.,NA,News,,,
4/14/2021,Opinion,The 20-Year War: The U.S. Is Leaving Afghanistan,Leaving Afghanistan and a 20-Year War,letters,Letter,,,
4/24/2021,Opinion,Is Leaving Afghanistan the Right Move?,Should the U.S. Exit Afghanistan?,letters,Letter,,,
7/21/2020,U.S.,Rise in Virus Cases Near Bases in U.S. and Abroad Poses Test for Military,"At Local Bases and Overseas, the Military Is Struggling to Stem Infections",NA,News,,,
7/21/2020,U.S.,"Republicans Heap Criticism on Liz Cheney, Calling Her Disloyal to Trump",G.O.P. Lawmakers Question Cheney on Her Leadership and Loyalty to Trump,NA,News,,,
7/3/2020,World,"Russia Denies Paying Bounties, but Some Say the U.S. Had It Coming","Russia Denies Paying U.S. Troop Bounties, but Offers No Condolences",NA,News,,,
7/21/2020,U.S.,"Senate Kills Broad Curbs on Military Gear for Police, Thwarting Push to Demilitarize",Senate Rejects Ban on Transfer of Military-Grade Weaponry to Police,NA,News,,,
7/3/2020,World,"As Neo-Nazis Seed Military Ranks, Germany Confronts ‘an Enemy Within’",German Force  Fears Inroads  By Neo-Nazis,NA,News,,,
7/21/2020,U.S.,"The Virus Found a Crowded Houston Neighborhood, Sparing One Nearby","Two Neighborhoods: One Rich, One Poor. One Spared.",NA,News,,,
4/29/2021,Opinion,Biden’s Ambitious Agenda for America,Biden’s Ambitious Agenda for America,letters,Letter,,,
7/28/2020,U.S.,Democrats Investigating Why White House Ended Ban on Some Gun Silencer Sales,Democrats Are Investigating End of Ban on Silencer Sales,NA,News,,,
7/29/2020,U.S.,Trump Says He Did Not Ask Putin About Suspected Bounties to Kill U.S. Troops,Trump Says He and Putin Didn’t Talk About Bounties,NA,News,,,
7/9/2020,World,"In a Death, Details of More Russian Murder-for-Hire Plots",Chechen Man Who Shed Light on Russian Contract Killings Is Murdered,NA,News,,,
8/15/2021,Opinion,A Sudden Downfall in Afghanistan,A Sudden Downfall in Afghanistan,letters,Letter,,,
8/16/2021,Opinion,The U.S. in Afghanistan: A Mess With ‘No Good Outcomes’,A Mess With ‘No Good Outcomes’,letters,Letter,,,
7/13/2020,World,"Taliban Stage a Major Attack, as Violence Intensifies in Northern Afghanistan",Taliban Stage Major Attack; Violence Intensifies in North,NA,News,,,
7/13/2020,World,"How Russia Built a Channel to the Taliban, Once an Enemy",Suspicions About Russia’s Outreach to the Taliban Go Back Years,NA,News,,,
7/31/2020,U.S.,Motorist Who Shot a Protester in Austin Claims Self-Defense,Austin Driver Is Claiming Self-Defense In Shooting,NA,News,,,
7/13/2020,World,U.S. Says Most of China’s Claims in South China Sea Are Illegal,U.S. Says Most of Beijing’s Claims in South China Sea Are Illegal,NA,News,,,
8/13/2020,U.S.,Pompeo Says He and Military Warned Russia on Bounties for Killing U.S. Troops,Pompeo Says He Warned Russia About Bounties for Killing Western Troops,NA,News,,,
8/17/2021,Opinion,Exit From Afghanistan: The Fallout,Exit From Afghanistan: The Fallout,letters,Letter,,,
7/17/2020,World,"$174 Million Afghan Drone Program Is Riddled With Problems, U.S. Report Says","$174 Million Drone Program for Afghans Is Riddled With Problems, Pentagon Says",NA,News,,,
8/20/2020,U.S.,Top Republican National Security Officials Say They Will Vote for Biden,"Top G.O.P. Security Officials Back Biden, Calling Trump ‘Unfit to Lead’",NA,News,,,
7/19/2020,World,India Offers Escape to Afghan Hindus and Sikhs Facing Attacks,India Grants Afghan Hindus and Sikhs  Priority Visas to Escape Barrage of War,NA,News,,,
7/20/2020,World,"For Women in Afghan Security Forces, a Daily Battle","For Afghan Women, Fears That Hard-Won Progress Will Vanish",NA,News,,,
7/20/2020,World,At Least 60 Migrants Killed in Turkish Boat Disaster,Boat Sinks In Turkey; At Least 60 Are Dead,NA,News,,,
8/27/2020,U.S.,G.O.P. Convention Skims Over Trump’s ‘Unfinished Business’ in Foreign Policy,‘Unfinished Business’ In Trump Foreign Policy Gets Skimmed Over,NA,News,,,
8/29/2020,U.S.,C.I.A. Uncensors Memoir of F.B.I. Agent Who Protested Torture of Terrorists,"9 Years Later, F.B.I. Agent Who Protested  Torture Gets to Tell Entire Story in Memoir",NA,News,,,
8/29/2020,U.S.,"Biden, Speaking to National Guard Group, Takes Aim at Republican Criticism on Crime","Biden, Addressing National Guard, Counters G.O.P. Convention Claims",NA,News,,,
8/31/2020,U.S.,"The Few, the Proud, the White: The Marine Corps Balks at Promoting Generals of Color","In Command: The Few, the Proud, the White",NA,News,,,
7/22/2020,World,A Girl’s Heroic Battle Against the Taliban Was Also a Family Feud,Behind a Girl’s Gunfight With the Taliban: A Family Feud,NA,News,,,
7/23/2020,World,"In Afghan Attacks, Facts Are Murky. But It’s Clear Deaths Are Piling Up.","Facts in Afghan Attacks Are Hazy, but It’s Clear Deaths Are Piling Up ",NA,News,,,
7/25/2020,World,Officials Push U.S.-China Relations Toward Point of No Return,Hawks Set China And U.S. on Path To Lasting Divide,NA,News,,,
7/27/2020,World,"Taliban Executes Female Prison Guard, and U.N. Raises Concern Over Afghan Violence",Female Guard Is Latest Target of Taliban Violence,NA,News,,,
7/28/2020,World,"Taliban Announce Brief Cease-Fire, as Afghan Peace Talks Look Imminent",Taliban-Afghan Peace Talks May Start After a Cease-Fire for a Muslim Festival,NA,News,,,
9/1/2020,U.S.,U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide,U.S. Says Little as Military Tensions Flare Globally With Russia,NA,News,,,
7/29/2020,World,"U.S. Will Cut 12,000 Forces in Germany","U.S. Will Pull 12,000 Troops From Germany, Defense Chief Says",NA,News,,,
7/30/2020,World,A Rarely Seen Weapon Destroys a Helicopter in Afghanistan,An Anti-Tank Guided Missile  Strikes an Afghan Helicopter For the 2nd Time This Year,NA,News,,,
7/31/2020,World,"Border Clashes With Pakistan Leave 15 Afghan Civilians Dead, Officials Say",Afghans’ Clash  With Pakistan Over Border  Kills 15 People,NA,News,,,
9/4/2020,U.S.,Trump Faces Uproar Over Reported Remarks Disparaging Fallen Soldiers,A Furor Erupts Over President And War Dead,NA,News,,,
9/4/2020,U.S.,"As Others Condemn Putin Critic’s Poisoning, Trump Just Wants to ‘Get Along’","As Others Condemn Dissident’s Poisoning, Trump Just Wants to ‘Get Along’",NA,News,,,
8/1/2020,World,Body Bags and Enemy Lists: How Far-Right Police Officers and Ex-Soldiers Planned for ‘Day X’,Plans for German ‘Day X’  Show Revival of Far Right  ,NA,News,,,
